,Unnamed: 0,Gene,variance,SD
4922,4922,EIF2B4,0.043649028,0.208923498
14979,14979,PDYN,0.043575434,0.208747296
4516,4516,DNAJC5,0.043493507,0.208550969
13720,13720,NPHS1,0.043460281,0.208471295
6077,6077,FRS3,0.043426401,0.208390021
7295,7295,HMGCLL1,0.043245618,0.207955808
3090,3090,CHST5,0.043086693,0.207573344
4654,4654,DSC1,0.043019096,0.207410452
6166,6166,G6PC3,0.042918983,0.207168971
13972,13972,NXNL1,0.042897671,0.207117529
7529,7529,HSPB9,0.04288403,0.207084597
9736,9736,LOC100506675,0.042876241,0.207065789
12797,12797,MROH7-TTC4,0.042761011,0.206787357
13243,13243,NAPEPLD,0.042653076,0.206526211
8243,8243,KCNK6,0.042608416,0.206418062
7616,7616,IDO1,0.042597809,0.206392367
15500,15500,POC1B-GALNT4,0.042514944,0.206191521
10670,10670,MATR3,0.042266259,0.205587593
11629,11629,MIR4435-1,0.042264186,0.205582552
1002,1002,ARHGEF10L,0.042199446,0.205425037
6158,6158,FZD8,0.042169989,0.205353326
7197,7197,HHAT,0.041857064,0.20458999
4099,4099,DCLRE1B,0.041841969,0.204553096
15100,15100,PHAX,0.041825053,0.204511742
7202,7202,HHIPL1,0.041807783,0.204469516
7804,7804,IL22RA2,0.041803417,0.204458839
5987,5987,FOXB1,0.041799353,0.204448902
906,906,APOO,0.041793873,0.204435498
12331,12331,MIR6777,0.041706741,0.204222284
1127,1127,ART1,0.041696172,0.204196406
1488,1488,BCAT2,0.041589531,0.203935116
1587,1587,BLACAT1,0.041419769,0.203518474
2815,2815,CDSN,0.041384206,0.203431083
15717,15717,PPP1R1C,0.041367038,0.203388883
15886,15886,PRKCZ,0.04136279,0.20337844
6795,6795,GPRIN1,0.041250157,0.203101347
3560,3560,CPNE8,0.04124868,0.203097712
6162,6162,G2E3,0.041077389,0.202675575
13146,13146,MYO5C,0.04090824,0.202257855
10759,10759,MDK,0.040758201,0.201886605
4135,4135,DDI2,0.040679326,0.201691166
7702,7702,IGF2BP2,0.040605509,0.201508088
7763,7763,IL13RA2,0.040477758,0.20119085
2085,2085,C9orf50,0.040459718,0.201146013
4100,4100,DCLRE1C,0.040399646,0.200996631
12791,12791,MROH1,0.040389016,0.200970188
10282,10282,LRRC37A6P,0.040343612,0.200857192
11566,11566,MIR4281,0.040333207,0.200831289
521,521,AKT1,0.04033166,0.200827439
3874,3874,CXCL11,0.040326188,0.200813814
7642,7642,IFITM1,0.040313973,0.200783399
5262,5262,EVX1-AS,0.040252722,0.200630809
10302,10302,LRRC57,0.040250164,0.200624436
15651,15651,PPFIA1,0.040148999,0.200372151
15520,15520,POLDIP3,0.040068565,0.20017134
6363,6363,GDPD5,0.040021522,0.200053797
14556,14556,OVOL1-AS1,0.039976312,0.199940771
15992,15992,PRR5-ARHGAP8,0.039937025,0.1998425
12433,12433,MIR6877,0.039889359,0.199723205
15106,15106,PHEX,0.039817459,0.199543126
192,192,ACSL3,0.039810845,0.199526552
7767,7767,IL17A,0.039784997,0.199461769
9525,9525,LINC01359,0.039750072,0.199374201
7222,7222,HILPDA,0.039591042,0.19897498
9819,9819,LOC101927378,0.039543949,0.198856603
789,789,ANXA10,0.039461338,0.19864878
13496,13496,NFKBIB,0.03941713,0.198537478
9306,9306,LINC00910,0.03940086,0.1984965
641,641,AMZ1,0.039398719,0.198491105
1323,1323,ATP7A,0.039390081,0.198469346
16980,16980,RNF215,0.039345284,0.198356458
12566,12566,MIR921,0.039327711,0.198312156
6407,6407,GGT8P,0.039264871,0.198153655
10114,10114,LOC442497,0.039110279,0.19776319
14104,14104,OR10J5,0.039089327,0.19771021
