,Gene,variance,SD
12034,MIR548AP,0.061042999,0.247068814
12035,MIR548AQ,0.050657018,0.22507114
12036,MIR548AR,0.032457741,0.180160322
12037,MIR548AS,0.034467297,0.185653701
12038,MIR548AU,0.011706705,0.108197525
12039,MIR548AV,0.010559608,0.102759955
12040,MIR548AX,0.0445301,0.211021562
12041,MIR548AY,0.038733362,0.196807933
12042,MIR548AZ,0.038796379,0.196967965
12043,MIR548B,0.004247521,0.065173006
12044,MIR548BA,0.04221179,0.205455079
12045,MIR548C,0.034465541,0.185648972
12046,MIR548D1,0.079832887,0.282547141
12047,MIR548D2,0.051166823,0.226200846
12048,MIR548F1,0.044010645,0.209787143
12049,MIR548F2,0.038139745,0.195293996
12050,MIR548F3,0.021208615,0.14563178
12051,MIR548F4,0.051754875,0.227496978
12052,MIR548F5,0.078775609,0.280669928
12053,MIR548G,0.081723064,0.285872461
12054,MIR548H2,0.093333647,0.305505559
12055,MIR548H3,0.014758901,0.121486219
12056,MIR548H4,0.030766382,0.175403484
12057,MIR548I1,0.032709268,0.180857038
12058,MIR548I2,0.035312563,0.187916373
12059,MIR548I3,0.038702719,0.196730067
12060,MIR548I4,0.023234089,0.152427323
12061,MIR548J,0.095252454,0.308629963
12062,MIR548K,0.031268405,0.176828744
12063,MIR548M,0.012687766,0.112639982
12064,MIR548N,0.014124675,0.118847277
12065,MIR548O2,0.032970364,0.181577432
12066,MIR548Q,0.019467607,0.139526366
12067,MIR548T,0.020021151,0.141496118
12068,MIR548W,0.060889593,0.246758166
12069,MIR548X,0.022582772,0.150275654
12070,MIR548Y,0.048575896,0.2203994
12071,MIR548Z,0.194567691,0.441098278
12072,MIR549A,0.025824949,0.160701427
12073,MIR550A1,0.044176838,0.210182867
12074,MIR550A2,0.027472348,0.165747845
12075,MIR550A3,0.043103701,0.207614308
12076,MIR550B1,0.019113498,0.138251575
12077,MIR550B2,0.045642052,0.213640006
12078,MIR551A,0.039222103,0.19804571
12079,MIR551B,0.046847497,0.216442827
12080,MIR553,0.047471629,0.21787985
12081,MIR554,0.03535675,0.188033905
12082,MIR555,0.009278071,0.096322743
12083,MIR556,0.070764836,0.266016608
12084,MIR557,0.059146249,0.243200018
12085,MIR5572,0.014540509,0.120584031
12086,MIR5579,0.012835579,0.113294216
12087,MIR558,0.031491291,0.177457858
12088,MIR5580,0.057153734,0.239068471
12089,MIR5581,0.016277119,0.127581812
12090,MIR5582,0.068559264,0.26183824
12091,MIR5583-1,0.007342999,0.085691301
12092,MIR5583-2,0.077669801,0.278693022
12093,MIR5584,0.011993998,0.109517115
12094,MIR5586,0.065239262,0.255419776
12095,MIR5587,0.012768282,0.112996823
12096,MIR5588,0.083639853,0.289205556
12097,MIR559,0.036540183,0.191154866
12098,MIR561,0.087570035,0.295922347
12099,MIR563,0.024938087,0.157917976
12100,MIR564,0.030601704,0.174933429
12101,MIR567,0.047998355,0.219085268
12102,MIR568,0.039924159,0.199810307
12103,MIR5680,0.061717075,0.248429215
12104,MIR5681A,0.125672088,0.354502592
12105,MIR5681B,0.036825654,0.191900114
12106,MIR5684,0.041777683,0.204395897
12107,MIR5685,0.029219292,0.170936514
12108,MIR5687,0.0140046,0.118341033
12109,MIR5688,0.053825851,0.232003989
12110,MIR5689,0.046551281,0.215757459
12111,MIR569,0.060241025,0.245440472
12112,MIR5690,0.106598942,0.326494934
12113,MIR5691,0.143845519,0.379269718
12114,MIR5692A1,0.042450301,0.206034709
12115,MIR5692B,0.059670668,0.244275803
12116,MIR5692C1,0.090423654,0.300705261
12117,MIR5692C2,0.008375016,0.091515113
12118,MIR5693,0.052583193,0.229310254
12119,MIR5694,0.123527732,0.351465122
12120,MIR5695,0.028784571,0.169660162
12121,MIR5696,0.018124086,0.134625724
12122,MIR5698,0.03465679,0.186163343
12123,MIR5699,0.029272525,0.171092154
12124,MIR570,0.027360893,0.165411284
12125,MIR5700,0.023392169,0.152944988
12126,MIR5702,0.055710562,0.23603085
12127,MIR5703,0.03734584,0.193250719
12128,MIR5704,0.028212768,0.167966567
12129,MIR5705,0.038460219,0.196112771
12130,MIR5707,0.030797113,0.175491064
12131,MIR5708,0.030423441,0.174423166
12132,MIR572,0.008697427,0.093259999
12133,MIR573,0.026166293,0.161759987
12134,MIR5739,0.014546026,0.120606907
12135,MIR574,0.041603214,0.203968658
12136,MIR575,0.020154403,0.141966205
12137,MIR577,0.135737182,0.368425273
12138,MIR578,0.011132676,0.105511497
12139,MIR5787,0.015587899,0.12485151
12140,MIR580,0.024688638,0.157126186
12141,MIR581,0.051255139,0.226395979
12142,MIR583,0.080919491,0.284463514
12143,MIR585,0.04155723,0.203855906
12144,MIR586,0.00978408,0.09891451
12145,MIR589,0.054466697,0.233381013
12146,MIR590,0.028906815,0.170020042
12147,MIR591,0.036278639,0.190469523
12148,MIR592,0.031941713,0.178722447
12149,MIR593,0.047129545,0.217093401
12150,MIR595,0.184755726,0.429832207
12151,MIR596,0.032349846,0.179860628
12152,MIR597,0.036925009,0.192158813
12153,MIR598,0.053303242,0.230874949
12154,MIR599,0.031915181,0.178648205
12155,MIR600,0.025595577,0.159986177
12156,MIR600HG,0.005550054,0.074498685
12157,MIR601,0.005983832,0.077355234
12158,MIR602,0.050361029,0.22441263
12159,MIR603,0.034670766,0.186200874
12160,MIR604,0.047133928,0.217103496
12161,MIR605,0.02846407,0.168712981
12162,MIR6068,0.054264796,0.232948055
12163,MIR6069,0.045714613,0.213809758
12164,MIR6070,0.066055392,0.257012435
12165,MIR6071,0.082143382,0.286606668
12166,MIR6072,0.03639149,0.190765536
12167,MIR6073,0.037757358,0.194312528
12168,MIR6074,0.057862845,0.24054697
12169,MIR6075,0.048135533,0.219398114
12170,MIR6076,0.042533093,0.206235529
12171,MIR6077,0.065922665,0.256754094
12172,MIR6078,0.045977885,0.214424545
12173,MIR6079,0.05359351,0.231502721
12174,MIR608,0.095128603,0.308429251
12175,MIR6080,0.026449878,0.162634186
12176,MIR6081,0.027760459,0.166614703
12177,MIR6082,0.022104013,0.148674186
12178,MIR6083,0.044300316,0.210476403
12179,MIR6084,0.066845059,0.258544113
12180,MIR6085,0.144043962,0.379531239
12181,MIR6086,0.05783615,0.240491477
12182,MIR6089,0.09314771,0.305201098
12183,MIR609,0.180594679,0.424964327
12184,MIR6090,0.035967293,0.189650449
12185,MIR610,0.041637437,0.204052535
12186,MIR611,0.052875763,0.229947304
12187,MIR612,0.045846937,0.214118978
12188,MIR6124,0.044441053,0.210810468
12189,MIR6125,0.124606192,0.352996023
12190,MIR6126,0.052943719,0.230095021
12191,MIR6127,0.04595053,0.214360747
12192,MIR6128,0.011957838,0.109351899
12193,MIR6129,0.045052658,0.212256113
12194,MIR613,0.014562338,0.120674514
12195,MIR6130,0.074125377,0.27225976
12196,MIR6131,0.037542778,0.193759589
12197,MIR6132,0.024386744,0.156162556
12198,MIR6133,0.015685873,0.125243255
12199,MIR6134,0.040401768,0.201001911
12200,MIR614,0.091101122,0.301829624
12201,MIR615,0.050219114,0.224096215
12202,MIR6165,0.059962799,0.244873026
12203,MIR617,0.018122361,0.134619319
12204,MIR618,0.038991273,0.197462079
12205,MIR620,0.031859032,0.178490985
12206,MIR621,0.038166663,0.195362902
12207,MIR622,0.021152354,0.145438488
12208,MIR623,0.050850621,0.225500822
12209,MIR624,0.045181905,0.212560357
12210,MIR626,0.086228546,0.293646976
12211,MIR627,0.021622519,0.147045975
12212,MIR628,0.043028998,0.207434323
12213,MIR629,0.035869616,0.189392755
12214,MIR630,0.009233087,0.096088956
12215,MIR631,0.037160736,0.192771201
12216,MIR632,0.03590669,0.189490607
12217,MIR634,0.034809163,0.18657214
12218,MIR635,0.085073151,0.29167302
12219,MIR636,0.087357593,0.29556318
12220,MIR637,0.01524228,0.123459629
12221,MIR638,0.006906079,0.083102822
12222,MIR639,0.03605854,0.189890862
12223,MIR641,0.059472609,0.243870065
12224,MIR642A,0.025961783,0.161126605
12225,MIR642B,0.021423396,0.146367332
12226,MIR643,0.058378153,0.241615714
12227,MIR644A,0.035545848,0.188536065
12228,MIR645,0.055070787,0.234671658
12229,MIR647,0.02632613,0.162253288
12230,MIR648,0.033680972,0.183523763
12231,MIR6499,0.060932071,0.246844224
12232,MIR650,0.073845139,0.271744621
12233,MIR6501,0.055337465,0.235239165
12234,MIR6502,0.105139342,0.324251973
12235,MIR6503,0.082154793,0.286626574
12236,MIR6504,0.213861224,0.462451321
12237,MIR6505,0.069726155,0.264057106
12238,MIR6506,0.063960848,0.25290482
12239,MIR6508,0.050517952,0.22476199
12240,MIR6509,0.019787823,0.140669196
12241,MIR651,0.058779356,0.242444542
12242,MIR6510,0.03433418,0.185294847
12243,MIR6511A2,0.033968515,0.184305494
12244,MIR6511B1,0.050038903,0.22369377
12245,MIR6512,0.016314245,0.127727229
12246,MIR6513,0.016299678,0.127670192
12247,MIR6514,0.045563302,0.213455621
12248,MIR6515,0.038902902,0.197238187
12249,MIR6516,0.012380623,0.111268246
12250,MIR653,0.022398628,0.149661712
12251,MIR654,0.042112203,0.20521258
12252,MIR655,0.060989294,0.246960107
12253,MIR656,0.023099504,0.151985211
12254,MIR657,0.039910539,0.199776223
12255,MIR658,0.052814815,0.229814741
12256,MIR659,0.052983049,0.230180471
12257,MIR660,0.052593925,0.229333655
12258,MIR661,0.091654677,0.302745234
12259,MIR662,0.021553739,0.146811918
12260,MIR663A,0.054111956,0.232619767
12261,MIR663B,0.045182762,0.212562372
12262,MIR664A,0.036120485,0.1900539
12263,MIR664B,0.054503663,0.233460196
12264,MIR665,0.059176343,0.243261881
12265,MIR668,0.047485536,0.217911761
12266,MIR670,0.023550093,0.153460397
12267,MIR671,0.050243238,0.224150035
12268,MIR6715A,0.164212218,0.405231067
12269,MIR6715B,0.094457287,0.307339043
12270,MIR6716,0.068696115,0.262099437
12271,MIR6717,0.0252483,0.158897137
12272,MIR6718,0.009467138,0.097299218
12273,MIR6719,0.024771047,0.157388203
12274,MIR6720,0.027991965,0.167307994
12275,MIR6721,0.060009561,0.24496849
12276,MIR6722,0.023652726,0.153794429
12277,MIR6726,0.048297621,0.219767197
12278,MIR6727,0.183028928,0.427818803
12279,MIR6728,0.062053413,0.249105225
12280,MIR6729,0.023047986,0.15181563
12281,MIR6730,0.058475939,0.241817987
12282,MIR6731,0.071993223,0.268315529
12283,MIR6732,0.008586245,0.092661992
12284,MIR6733,0.023655874,0.153804661
12285,MIR6734,0.015247122,0.123479237
12286,MIR6735,0.0625168,0.250033599
12287,MIR6736,0.033691441,0.183552283
12288,MIR6737,0.035575588,0.18861492
12289,MIR6738,0.043907588,0.209541377
12290,MIR6739,0.010581439,0.102866121
12291,MIR6740,0.164638297,0.405756451
12292,MIR6741,0.051930304,0.227882216
12293,MIR6742,0.040517313,0.201289128
12294,MIR6743,0.026963212,0.164204787
12295,MIR6744,0.046041609,0.214573086
12296,MIR6745,0.085051781,0.291636385
12297,MIR6746,0.043292968,0.208069624
12298,MIR6747,0.036410043,0.190814159
12299,MIR6748,0.032745347,0.180956755
12300,MIR6749,0.030165596,0.173682459
12301,MIR675,0.056262779,0.237197763
12302,MIR6750,0.02566372,0.160199
12303,MIR6751,0.152473965,0.390479149
12304,MIR6752,0.036022825,0.1897968
12305,MIR6753,0.026386664,0.162439724
12306,MIR6754,0.044981383,0.212088149
12307,MIR6755,0.005774242,0.075988436
12308,MIR6756,0.06589695,0.256704012
12309,MIR6757,0.085139749,0.291787164
12310,MIR6758,0.056059754,0.23676941
12311,MIR6759,0.007648651,0.087456567
12312,MIR676,0.00735621,0.085768352
12313,MIR6760,0.024853988,0.157651478
12314,MIR6761,0.084310057,0.290361941
12315,MIR6762,0.028111253,0.167664108
12316,MIR6763,0.035720688,0.188999174
12317,MIR6764,0.046330141,0.215244376
12318,MIR6765,0.029934656,0.173016345
12319,MIR6766,0.054561565,0.233584172
12320,MIR6767,0.028957118,0.170167912
12321,MIR6768,0.048016536,0.219126757
12322,MIR6769A,0.020631257,0.143635849
12323,MIR6769B,0.028299204,0.168223672
12324,MIR6770-2,0.046631597,0.215943505
12325,MIR6771,0.024386518,0.156161831
12326,MIR6772,0.046799949,0.216332958
12327,MIR6773,0.041433322,0.203551767
12328,MIR6774,0.072495278,0.269249471
12329,MIR6775,0.045691461,0.213755611
12330,MIR6776,0.061236912,0.24746093
12331,MIR6777,0.195284846,0.44191045
12332,MIR6778,0.022058496,0.148521029
12333,MIR6779,0.036611035,0.191340103
12334,MIR6780A,0.006266997,0.079164369
12335,MIR6780B,0.087987107,0.296626208
12336,MIR6781,0.140244328,0.374492094
12337,MIR6782,0.088020297,0.296682149
12338,MIR6783,0.180080873,0.424359368
12339,MIR6784,0.044607315,0.211204438
12340,MIR6785,0.146857433,0.383219824
12341,MIR6786,0.059554622,0.244038157
12342,MIR6787,0.125316719,0.354001015
12343,MIR6789,0.012297456,0.110893896
12344,MIR6790,0.03175526,0.178200057
12345,MIR6791,0.113250559,0.336527204
12346,MIR6792,0.146350332,0.382557619
12347,MIR6793,0.006905083,0.083096831
12348,MIR6794,0.094774614,0.307854859
12349,MIR6795,0.043993562,0.209746422
12350,MIR6796,0.071541647,0.267472703
12351,MIR6797,0.025758725,0.160495248
12352,MIR6798,0.069692483,0.263993339
12353,MIR6799,0.032714188,0.180870638
12354,MIR6800,0.175305369,0.41869484
12355,MIR6801,0.042831652,0.206958092
12356,MIR6802,0.047693241,0.218387823
12357,MIR6803,0.042929852,0.207195203
12358,MIR6804,0.063275368,0.251545957
12359,MIR6805,0.019141881,0.138354188
12360,MIR6806,0.031615404,0.177807209
12361,MIR6807,0.037936124,0.194771979
12362,MIR6808,0.051984037,0.228000081
12363,MIR6809,0.022152177,0.148836074
12364,MIR6810,0.059587149,0.244104791
12365,MIR6811,0.014207501,0.119195221
12366,MIR6812,0.053777926,0.231900681
12367,MIR6813,0.030957948,0.175948708
12368,MIR6814,0.021288583,0.145906077
12369,MIR6815,0.079148898,0.28133414
12370,MIR6816,0.029251244,0.17102995
12371,MIR6817,0.038859068,0.197127035
12372,MIR6818,0.018349404,0.135459973
12373,MIR6819,0.0558,0.236220236
12374,MIR6820,0.022312305,0.149373039
12375,MIR6821,0.049118091,0.221626015
12376,MIR6822,0.016046561,0.12667502
12377,MIR6823,0.028014784,0.167376174
12378,MIR6824,0.081125278,0.284824995
12379,MIR6825,0.02195011,0.148155695
12380,MIR6826,0.026314099,0.162216211
12381,MIR6827,0.02377933,0.154205479
12382,MIR6828,0.032013285,0.178922568
12383,MIR6829,0.041499575,0.203714444
12384,MIR6830,0.086114034,0.293451928
12385,MIR6831,0.056200989,0.237067477
12386,MIR6832,0.037646509,0.194027082
12387,MIR6833,0.042998609,0.207361058
12388,MIR6834,0.030443813,0.174481554
12389,MIR6835,0.04483573,0.211744493
12390,MIR6836,0.042319591,0.20571726
12391,MIR6837,0.024852772,0.15764762
12392,MIR6838,0.038788735,0.196948558
12393,MIR6839,0.077452887,0.278303588
12394,MIR6840,0.022233042,0.149107486
12395,MIR6841,0.026116543,0.161606135
12396,MIR6842,0.007571356,0.087013538
12397,MIR6843,0.049077896,0.221535315
12398,MIR6844,0.032193509,0.179425496
12399,MIR6845,0.027499776,0.165830565
12400,MIR6846,0.015798979,0.125693991
12401,MIR6847,0.046525308,0.215697259
12402,MIR6848,0.023570138,0.153525692
12403,MIR6849,0.031536118,0.177584117
12404,MIR6850,0.054309151,0.233043238
12405,MIR6851,0.022414277,0.149713984
12406,MIR6852,0.040518584,0.201292286
12407,MIR6853,0.059248546,0.243410242
12408,MIR6854,0.051634092,0.227231363
12409,MIR6855,0.046748698,0.216214472
12410,MIR6856,0.04781062,0.218656398
12411,MIR6857,0.047314119,0.217518089
12412,MIR6858,0.007632421,0.087363727
12413,MIR6859-1,0.051230097,0.226340667
12414,MIR6859-2,0.052145797,0.228354542
12415,MIR6860,0.084575393,0.290818489
12416,MIR6861,0.031878335,0.178545051
12417,MIR6862-1,0.047068904,0.216953691
12418,MIR6862-2,0.049353172,0.222155737
12419,MIR6863,0.04696583,0.216716013
12420,MIR6864,0.065314287,0.255566601
12421,MIR6865,0.037406204,0.193406836
12422,MIR6866,0.035730337,0.1890247
12423,MIR6867,0.034444387,0.185591991
12424,MIR6868,0.044469132,0.210877054
12425,MIR6869,0.03618571,0.190225418
12426,MIR6870,0.014078755,0.118653928
12427,MIR6871,0.047784653,0.218597011
12428,MIR6872,0.042681462,0.206594923
12429,MIR6873,0.043267821,0.208009185
12430,MIR6874,0.084217384,0.290202315
12431,MIR6875,0.090671739,0.301117484
12432,MIR6876,0.058840376,0.242570353
12433,MIR6877,0.022547299,0.150157581
12434,MIR6878,0.034387359,0.185438289
12435,MIR6879,0.044983604,0.212093386
12436,MIR6880,0.069165724,0.262993772
12437,MIR6881,0.02756791,0.16603587
12438,MIR6882,0.048060938,0.21922805
12439,MIR6883,0.045847621,0.214120576
12440,MIR6884,0.027472163,0.165747287
12441,MIR6885,0.034493293,0.1857237
12442,MIR6886,0.039451715,0.198624557
12443,MIR6887,0.0347805,0.186495309
12444,MIR6888,0.027058273,0.164493992
12445,MIR6889,0.022860709,0.151197582
12446,MIR6890,0.040796097,0.201980437
12447,MIR6891,0.178006049,0.421907631
12448,MIR6892,0.126706585,0.355958684
12449,MIR6893,0.04598797,0.214448058
12450,MIR6894,0.054549861,0.233559118
12451,MIR6895,0.052435523,0.228988041
12452,MIR7-1,0.077543508,0.278466349
12453,MIR7-2,0.085752955,0.292836055
12454,MIR7-3,0.057456883,0.239701655
12455,MIR7-3HG,0.032171807,0.179365011
12456,MIR708,0.053376052,0.231032579
12457,MIR7106,0.086709337,0.294464492
12458,MIR7107,0.101269772,0.318229119
12459,MIR7108,0.030249012,0.173922431
12460,MIR7109,0.098753189,0.314250201
12461,MIR711,0.056634558,0.237980163
12462,MIR7110,0.018922302,0.137558357
12463,MIR7111,0.039539444,0.198845277
12464,MIR7112,0.015135218,0.123025275
12465,MIR7113,0.078790872,0.280697117
12466,MIR7114,0.126246731,0.355312159
12467,MIR7150,0.078863175,0.280825879
12468,MIR7152,0.027044606,0.164452443
12469,MIR7153,0.033699732,0.183574868
12470,MIR7154,0.040623405,0.201552488
12471,MIR7155,0.032100627,0.179166478
12472,MIR7156,0.051304634,0.226505262
12473,MIR7159,0.036003607,0.189746164
12474,MIR7160,0.007800121,0.088318295
12475,MIR7161,0.028664985,0.169307367
12476,MIR7162,0.037524729,0.193713006
12477,MIR718,0.063963276,0.252909619
12478,MIR744,0.030025164,0.173277708
12479,MIR7515,0.010340666,0.101689064
12480,MIR7515HG,0.054369688,0.233173085
12481,MIR758,0.04714321,0.217124873
12482,MIR759,0.060405347,0.245774992
12483,MIR760,0.022972927,0.151568227
12484,MIR761,0.028775022,0.16963202
12485,MIR762,0.021776113,0.147567318
12486,MIR764,0.208736446,0.456876838
12487,MIR765,0.038201462,0.195451942
12488,MIR766,0.023435253,0.153085771
12489,MIR767,0.031866771,0.178512662
12490,MIR769,0.042765322,0.20679778
12491,MIR770,0.007176848,0.084716277
12492,MIR7702,0.045200574,0.212604265
12493,MIR7703,0.033569677,0.183220295
12494,MIR7705,0.045839024,0.214100499
12495,MIR7843,0.039231776,0.198070129
12496,MIR7844,0.039773971,0.199434126
12497,MIR7845,0.191268738,0.437342815
12498,MIR7846,0.007774452,0.088172853
12499,MIR7848,0.027138762,0.164738464
12500,MIR7849,0.118693594,0.344519366
12501,MIR7851,0.033734261,0.183668889
12502,MIR7852,0.008434128,0.091837509
12503,MIR7853,0.099187149,0.314939914
12504,MIR7854,0.01832064,0.135353758
12505,MIR7855,0.012849423,0.113355294
12506,MIR7856,0.047304757,0.217496569
12507,MIR7974,0.028014815,0.167376268
12508,MIR7976,0.052140532,0.228343015
12509,MIR802,0.014389815,0.119957555
12510,MIR8052,0.026835335,0.16381494
12511,MIR8053,0.033098251,0.181929247
12512,MIR8054,0.019007783,0.137868716
12513,MIR8055,0.061557487,0.248107813
12514,MIR8056,0.019069082,0.138090846
12515,MIR8057,0.147122298,0.383565246
12516,MIR8058,0.043739209,0.209139209
12517,MIR8059,0.041031014,0.202561138
12518,MIR8060,0.077662918,0.278680674
12519,MIR8061,0.0263458,0.162313893
12520,MIR8062,0.034557655,0.185896892
12521,MIR8063,0.030097615,0.173486641
12522,MIR8064,0.009860431,0.099299704
12523,MIR8065,0.028971062,0.170208876
12524,MIR8066,0.032761509,0.181001406
12525,MIR8067,0.045674499,0.213715932
12526,MIR8068,0.03409509,0.184648559
12527,MIR8070,0.0297864,0.17258737
12528,MIR8071-1,0.110350469,0.332190411
12529,MIR8071-2,0.044516259,0.210988764
12530,MIR8072,0.081403027,0.285312157
12531,MIR8073,0.037816077,0.194463563
12532,MIR8074,0.040215449,0.200537899
12533,MIR8075,0.022887679,0.151286745
12534,MIR8076,0.03714742,0.19273666
12535,MIR8077,0.051555109,0.227057501
12536,MIR8078,0.18639317,0.431732753
12537,MIR8079,0.011364668,0.106605196
12538,MIR8080,0.056773354,0.238271596
12539,MIR8081,0.041796771,0.204442586
12540,MIR8082,0.048792935,0.220891228
12541,MIR8083,0.035745075,0.18906368
12542,MIR8084,0.078136598,0.279529244
12543,MIR8085,0.032397114,0.179991984
12544,MIR8086,0.044523831,0.211006708
12545,MIR8087,0.062565534,0.250131035
12546,MIR8088,0.055610505,0.235818796
12547,MIR8089,0.006417146,0.080107091
12548,MIR873,0.038121006,0.195246013
12549,MIR874,0.033858809,0.184007634
12550,MIR875,0.050790699,0.225367918
12551,MIR876,0.009818703,0.099089368
12552,MIR877,0.028501283,0.16882323
12553,MIR885,0.024404437,0.156219195
12554,MIR888,0.015290566,0.123655026
12555,MIR889,0.004443582,0.066660198
12556,MIR890,0.045962707,0.214389149
12557,MIR891A,0.053599569,0.231515808
12558,MIR891B,0.063891483,0.252767646
12559,MIR892A,0.02863038,0.169205143
12560,MIR892B,0.019563749,0.139870472
12561,MIR892C,0.019307734,0.138952274
12562,MIR9-1,0.028303018,0.168235009
12563,MIR9-2,0.009460133,0.097263215
12564,MIR9-3,0.023532054,0.15340161
12565,MIR920,0.051792859,0.227580445
12566,MIR921,0.053613721,0.23154637
12567,MIR922,0.049544621,0.222586211
12568,MIR92A1,0.021421066,0.146359374
12569,MIR92A2,0.154849502,0.393509215
12570,MIR92B,0.035411367,0.188179082
12571,MIR93,0.082024313,0.286398871
12572,MIR933,0.08179876,0.286004824
12573,MIR934,0.068753511,0.262208907
12574,MIR935,0.019846016,0.140875889
12575,MIR936,0.04582979,0.214078933
12576,MIR937,0.023988543,0.154882351
12577,MIR938,0.03380866,0.183871312
12578,MIR939,0.012167249,0.110305251
12579,MIR940,0.057525315,0.239844355
12580,MIR941-1,0.06408425,0.253148672
12581,MIR941-2,0.051386417,0.226685723
12582,MIR941-3,0.039150721,0.19786541
12583,MIR941-4,0.059941272,0.244829066
12584,MIR942,0.041969157,0.204863753
12585,MIR943,0.048850565,0.221021638
12586,MIR944,0.064326493,0.25362668
12587,MIR96,0.119820443,0.346150897
12588,MIR98,0.040594309,0.201480293
12589,MIR99A,0.043194661,0.207833254
12590,MIR99B,0.037023706,0.19241545
12591,MIRLET7A1,0.029631885,0.172139144
12592,MIRLET7A2,0.186006111,0.431284257
12593,MIRLET7A3,0.067682853,0.260159283
12594,MIRLET7B,0.03707294,0.192543345
12595,MIRLET7BHG,0.121262369,0.348227468
12596,MIRLET7C,0.046606346,0.21588503
12597,MIRLET7D,0.03617109,0.190186987
12598,MIRLET7E,0.035415528,0.188190139
12599,MIRLET7F1,0.032901029,0.181386407
12600,MIRLET7F2,0.042189753,0.205401442
12601,MIRLET7G,0.032394696,0.179985266
12602,MIRLET7I,0.041880895,0.204648222
12603,MIS12,0.142146581,0.377023316
12604,MIS18A,0.042289583,0.205644313
12605,MIS18BP1,0.067687826,0.260168842
12606,MISP,0.027128414,0.164707057
12607,MITD1,0.025876267,0.160861019
12608,MITF,0.106448438,0.326264368
12609,MIXL1,0.02362052,0.153689689
12610,MKI67,0.047802325,0.218637428
12611,MKKS,0.069844934,0.264281921
12612,MKLN1,0.074231125,0.272453895
12613,MKNK1,0.184269305,0.429266008
12614,MKNK1-AS1,0.048177386,0.219493477
12615,MKNK2,0.030255138,0.173940041
12616,MKRN1,0.030093112,0.173473665
12617,MKRN2,0.034541445,0.18585329
12618,MKRN2OS,0.075185813,0.274200315
12619,MKRN3,0.210707195,0.459028534
12620,MKRN7P,0.018800472,0.137114812
12621,MKRN9P,0.050947696,0.225715963
12622,MKS1,0.084827534,0.291251667
12623,MKX,0.056784421,0.238294819
12624,MLANA,0.04695856,0.21669924
12625,MLC1,0.045234115,0.212683134
12626,MLEC,0.083841907,0.28955467
12627,MLF1,0.049416006,0.222297112
12628,MLF2,0.08371004,0.289326874
12629,MLH1,0.036729762,0.191650102
12630,MLH3,0.064477776,0.253924745
12631,MLIP,0.073372958,0.270874432
12632,MLIP-IT1,0.042455213,0.206046627
12633,MLKL,0.058568228,0.242008735
12634,MLLT1,0.074940216,0.273752107
12635,MLLT10,0.077602127,0.278571583
12636,MLLT10P1,0.035119706,0.187402524
12637,MLLT11,0.056013572,0.236671865
12638,MLLT3,0.033708239,0.183598035
12639,MLLT6,0.024041295,0.155052554
12640,MLN,0.077444674,0.278288832
12641,MLNR,0.11075856,0.332804086
12642,MLPH,0.041062015,0.202637646
12643,MLST8,0.199788636,0.446977221
12644,MLX,0.061904801,0.248806754
12645,MLXIP,0.056050534,0.23674994
12646,MLXIPL,0.105910968,0.325439654
12647,MLYCD,0.027494284,0.165814005
12648,MMAA,0.038115242,0.195231252
12649,MMAB,0.014522458,0.120509161
12650,MMACHC,0.043230287,0.207918944
12651,MMADHC,0.051113534,0.226083024
12652,MMD,0.025121806,0.1584986
12653,MMD2,0.094499458,0.307407642
12654,MME,0.043272745,0.20802102
12655,MMEL1,0.04889154,0.221114315
12656,MMGT1,0.088036564,0.296709562
12657,MMP1,0.072711032,0.269649832
12658,MMP10,0.099241074,0.315025513
12659,MMP11,0.052748741,0.229670942
12660,MMP12,0.0518781,0.227767644
12661,MMP13,0.04847782,0.220176792
12662,MMP14,0.046958945,0.216700128
12663,MMP15,0.086395847,0.293931704
12664,MMP16,0.045849392,0.214124712
12665,MMP17,0.037714446,0.194202076
12666,MMP19,0.04130725,0.203241851
12667,MMP2,0.03822408,0.195509795
12668,MMP20,0.039194082,0.197974952
12669,MMP21,0.076375919,0.276361935
12670,MMP23A,0.093031412,0.305010511
12671,MMP23B,0.021131521,0.145366851
12672,MMP24,0.037914725,0.194717038
12673,MMP25,0.044403687,0.210721825
12674,MMP26,0.031008648,0.176092724
12675,MMP27,0.074762784,0.27342784
12676,MMP28,0.066697059,0.258257737
12677,MMP3,0.196712916,0.443523298
12678,MMP7,0.023394299,0.15295195
12679,MMP8,0.02759733,0.166124443
12680,MMP9,0.152442991,0.390439485
12681,MMRN1,0.029310821,0.171204033
12682,MMRN2,0.033136001,0.182032967
12683,MMS19,0.038659721,0.196620753
12684,MMS22L,0.047653342,0.218296454
12685,MN1,0.021412301,0.146329425
12686,MNAT1,0.109732904,0.331259572
12687,MND1,0.070260872,0.265067674
12688,MNDA,0.01933926,0.139065667
12689,MNS1,0.014352325,0.119801188
12690,MNT,0.031950474,0.178746955
12691,MNX1,0.052856941,0.229906374
12692,MNX1-AS1,0.034010771,0.184420093
12693,MOAP1,0.008580541,0.092631212
12694,MOB1A,0.047884204,0.218824597
12695,MOB1B,0.022045501,0.148477276
12696,MOB2,0.038214457,0.195485184
12697,MOB3A,0.028036371,0.16744065
12698,MOB3B,0.08307106,0.288220506
12699,MOB3C,0.030805915,0.175516138
12700,MOB4,0.029161957,0.170768724
12701,MOBP,0.053456954,0.2312076
12702,MOCOS,0.025253721,0.158914192
